chr4	189340299	189340300	100.000000	1	0
chr4	189340336	189340337	100.000000	1	0
chr4	189340832	189340833	50.000000	1	1
chr4	189340896	189340897	0.000000	0	1
chr4	189340912	189340913	100.000000	1	0
chr4	189340971	189340972	100.000000	1	0
chr4	189342144	189342145	0.000000	0	1
chr4	189342513	189342514	100.000000	1	0
chr4	189343252	189343253	50.000000	1	1
chr4	189343360	189343361	0.000000	0	1
chr4	189344003	189344004	100.000000	1	0
chr4	189344038	189344039	100.000000	1	0
chr4	189344250	189344251	50.000000	1	1
chr4	189344269	189344270	50.000000	1	1
chr4	189344326	189344327	100.000000	2	0
chr4	189344343	189344344	100.000000	3	0
chr4	189344426	189344427	100.000000	1	0
chr4	189344537	189344538	50.000000	1	1
chr4	189344662	189344663	100.000000	1	0
chr4	189344696	189344697	100.000000	2	0
chr4	189344740	189344741	50.000000	1	1
chr4	189344742	189344743	0.000000	0	2
chr4	189344782	189344783	100.000000	1	0
chr4	189347041	189347042	0.000000	0	1
chr4	189347698	189347699	100.000000	1	0
chr4	189347785	189347786	100.000000	1	0
chr4	189347887	189347888	100.000000	2	0
chr4	189348021	189348022	100.000000	1	0
chr4	189348028	189348029	0.000000	0	1
chr4	189348116	189348117	100.000000	2	0
chr4	189351594	189351595	100.000000	1	0
chr4	189351606	189351607	100.000000	1	0
chr4	189351668	189351669	100.000000	1	0
chr4	189351824	189351825	100.000000	1	0
chr4	189351839	189351840	100.000000	1	0
chr4	189353453	189353454	100.000000	1	0
chr4	189353701	189353702	50.000000	1	1
chr4	189353725	189353726	100.000000	2	0
chr4	189353791	189353792	100.000000	2	0
chr4	189354362	189354363	100.000000	1	0
chr4	189354526	189354527	100.000000	1	0
chr4	189354563	189354564	100.000000	1	0
chr4	189354605	189354606	100.000000	1	0
chr4	189354638	189354639	100.000000	2	0
chr4	189354656	189354657	100.000000	2	0
chr4	189354667	189354668	100.000000	2	0
chr4	189354725	189354726	100.000000	1	0
chr4	189354773	189354774	50.000000	1	1
chr4	189354816	189354817	75.000000	3	1
chr4	189354891	189354892	100.000000	2	0
chr4	189354899	189354900	50.000000	1	1
chr4	189355103	189355104	100.000000	1	0
chr4	189355406	189355407	100.000000	1	0
chr4	189355445	189355446	100.000000	1	0
chr4	189355471	189355472	0.000000	0	1
chr4	189355522	189355523	100.000000	1	0
chr4	189355531	189355532	100.000000	1	0
chr4	189355546	189355547	100.000000	1	0
chr4	189355561	189355562	100.000000	1	0
chr4	189355596	189355597	100.000000	2	0
chr4	189355625	189355626	100.000000	1	0
chr4	189355691	189355692	100.000000	4	0
chr4	189355695	189355696	100.000000	4	0
chr4	189355710	189355711	20.000000	1	4
chr4	189355718	189355719	100.000000	5	0
chr4	189355726	189355727	100.000000	5	0
chr4	189355738	189355739	100.000000	5	0
chr4	189355741	189355742	100.000000	5	0
chr4	189355758	189355759	100.000000	4	0
chr4	189355773	189355774	100.000000	3	0
chr4	189355782	189355783	100.000000	2	0
chr4	189355789	189355790	50.000000	1	1
chr4	189355801	189355802	100.000000	2	0
chr4	189355804	189355805	100.000000	2	0
chr4	189355811	189355812	100.000000	2	0
chr4	189355819	189355820	100.000000	1	0
chr4	189355827	189355828	100.000000	1	0
chr4	189355867	189355868	100.000000	2	0
chr4	189355874	189355875	100.000000	2	0
chr4	189355890	189355891	100.000000	2	0
chr4	189355897	189355898	100.000000	1	0
chr4	189355922	189355923	100.000000	2	0
chr4	189355931	189355932	100.000000	2	0
chr4	189355939	189355940	0.000000	0	1
chr4	189355945	189355946	100.000000	1	0
chr4	189355983	189355984	100.000000	4	0
chr4	189355999	189356000	100.000000	3	0
chr4	189356015	189356016	100.000000	3	0
chr4	189356190	189356191	100.000000	1	0
chr4	189356388	189356389	100.000000	1	0
chr4	189356402	189356403	100.000000	2	0
chr4	189356414	189356415	100.000000	1	0
chr4	189356433	189356434	100.000000	1	0
chr4	189356486	189356487	100.000000	1	0
chr4	189356542	189356543	100.000000	1	0
chr4	189359227	189359228	100.000000	2	0
chr4	189359362	189359363	100.000000	1	0
chr4	189359600	189359601	100.000000	1	0
chr4	189359709	189359710	100.000000	1	0
chr4	189359721	189359722	100.000000	1	0
chr4	189359837	189359838	100.000000	1	0
chr4	189359843	189359844	100.000000	2	0
